ItemTitle,EANBarCode,ItemTextDescription,PackSize,ReOrderLevel,ReorderAtOutOfStock,Flag,CountryOfManufacture,HSTariffCode,Managed,ActivePricingProfile,ActiveTaxProfile,Supplier1,Supplier2,Supplier3,Supplier4,SKU,Condition,StockLevel,CostPrice,IsKit,DepthMM,HeightMM,WidthMM,WeightGrams,GoodID,ListingCategory1,ListingCategory2,ASIN__SPEC,B2BLowerBound1__SPEC,B2BLowerBound2__SPEC,B2BLowerBound3__SPEC,B2BLowerBound4__SPEC,B2BLowerBound5__SPEC,B2BMethod__SPEC,B2BOverride__SPEC,B2BPrice0__SPEC,B2BPrice1__SPEC,B2BPrice2__SPEC,B2BPrice3__SPEC,B2BPrice4__SPEC,B2BPrice5__SPEC,FixedPriceOverride__SPEC,Image1__SPEC,ItemNote__SPEC,SetStockToZero__SPEC,MarketplaceSKU__SPEC,MaximumListQuantity__SPEC,MaxPriceOverride__SPEC,MinimumListQuantity__SPEC,MinPriceOverride__SPEC,SalePrice__SPEC,SalePriceFromDate__SPEC,SalePriceToDate__SPEC,SendRegulatoryData
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301114,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRHBPC,1,118,0.59,FALSE,,,,,f45212f7-d99a-4e57-a3b5-7ab2061c70ba,,,B003XR7EMY,,,,,,,false,,,,,,,,,,false,BG-GRHBPC,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301076,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRHTBS,1,39,0.56,FALSE,,,,,f808e4ab-2d00-4033-8973-07dd3c5388ca,,,B00WRBJZRO,,,,,,,false,,,,,,,,,,false,BG-GRHTBS,,4.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301068,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRMWBS,1,21,1.05,FALSE,,,,,383646a7-823e-47bf-9695-3b7ea1d065bc,,,B003XR7EO2,,,,,,,false,,,,,,,,,,false,BG-GRMWBS_1,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301122,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRMWPC,1,10,1.05,FALSE,,,,,d804b330-acb8-40c0-9d50-3d6b86f672e5,,,B003XR5EFS,,,,,,,false,,,,,,,,,,false,BG-GRMWPC,,1.87,,1.44,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301061,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GROVBS,1,111,0.59,FALSE,,,,5,0eee58e7-619f-40bf-9fd4-9cc1d426f603,,,B003XRB268,,,,,,,false,,,,,,,,,,false,BG-GROVBS_1,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",5050765015202,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRTDBS,1,53,1.05,FALSE,,,,3,cf114aad-3304-44c2-8d7b-4133efbc1e8c,,,B003XR7ES8,,,,,,,false,,,,,,,,,,false,BG-GRTDBS_1,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301118,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRTDPC,1,29,0.59,FALSE,,,,,fff4fdad-4bcb-440c-b521-ea7ea7b46e34,,,B003XR4AEY,,,,,,,false,,,,,,,,,,false,BG-GRTDPC,,3.67,,2.16,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301077,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRUPBS,1,87,0.59,FALSE,,,,,789b28b2-5680-4cf5-847c-91152b01f86a,,,B003XR5EJY,,,,,,,false,,,,,,,,,,false,BG-GRUPBS,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301131,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRUPPC,1,10,0.59,FALSE,,,,,984574ea-9163-4366-8f79-b56be8a13877,,,B003XR5EKS,,,,,,,false,,,,,,,,,,false,BG-GRUPPC,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301071,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRWDISBS,1,19,0.56,FALSE,,,,,5d52c6b8-7acb-4d8b-8a24-a749140902d1,,,B003XRB2CM,,,,,,,false,,,,,,,,,,false,BG-GRWDISBS_1,,3.67,,2.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301070,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRWHBS,1,44,0.56,FALSE,,,,,3c281759-ea5c-4dda-a45e-6e541fefcc8d,,,B003XRB2D6,,,,,,,false,,,,,,,,,,false,BG-GRWHBS_1,,3.67,,2.16,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301063,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRWMBS,1,87,1.05,FALSE,,,,,6eb5ec6b-1203-42c2-9fcc-7bfa3a387134,,,B003XR7EY2,,,,,,,false,,,,,,,,,,false,BG-GRWMBS_1,,3.89,,3.54,,,,
"BG - Nexus Grid Range Wiring Accessories - Modules, Front Plates, Frames, Boxes & Rockers",0000000301117,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-GRWMPC,1,31,1.05,FALSE,,,,,f20dcc7e-7e03-4240-a232-d0aef1b165de,,,B003XR9FJE,,,,,,,false,,,,,,,,,,false,BG-GRWMPC,,3.67,,2.54,,,,
BG Electrical HGS05 2 Gang 35mm Recessed Metal Box,5021166005000,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-HGS05,1,0,0.35,FALSE,,,,,513713e7-c3f3-4abc-bf69-41687ac25fe1,,,B0D1G9VGTP,,,,,,,false,,,,,,,,,,false,BG-HGS05,,2.41,,2.01,,,,
BG HGS912 Nexus Grid 9 and 12 Gang Triple Flush Mount Box,00000003021046,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-HGS912,1,8,3.00,FALSE,,,,,597b4901-a588-4c18-adfa-b56f79e012e3,,,B0D1G94942,,,,,,,false,,,,,,,,,,false,BG-HGS912,,14.04,,11.7,,,,
BG MC501 | Metal Clad 1 Gang and 2 Gang Grid Surface Mounting Box,5021166050109,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-MC501-15,1,29,1.95,TRUE,,,,,b0b7a4cf-9731-40a5-a2e9-4d9b85e89d90,,,B0DVBCSDDB,,,,,,,false,,,,,,,,,,false,BG-MC501-15,,9.61,,7.61,,,,false
BG MC503 Nexus Grid | 6 and 8 Gang Double Surface or Flush Mount Box,5050765014847,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-MC503-16,1,49,4.46,TRUE,,,,,9385b5c1-a5de-4852-b8f6-0573243670e6,,,B0DVBZ5LC7,,,,,,,false,,,,,,,,,,false,BG-MC503-16,,14.99,,12.99,,,,false
BG Electrical 1-Gang 2-Way Metal Antique Brass Light Switch,0000000000758,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB12,1,96,3.10,FALSE,,,,115,98781de8-591c-412d-89dd-fc43b01cdfe7,,,B00T9LWPRC,,,,,,,false,,,,,,,,http://sd-filestor-1.s3-eu-west-1.amazonaws.com/images/uk/B00T9LWPRC.jpg,,false,BG-NAB12-1,,7.99,,6.99,,,,false
BG Electrical 1-Gang 2-Way Metal Antique Brass Light Switch,0000000000758,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB12_1,1,96,3.10,TRUE,89,9,89,115,cd4ce63c-bafd-43ef-9b95-05432fe3b037,,,B00T9LWPRC,,,,,,,false,,,,,,,,http://sd-filestor-1.s3-eu-west-1.amazonaws.com/images/uk/B00T9LWPRC.jpg,,false,BG-NAB12_1,,7.45,,6.99,,,,
BG Nexus Metal Antique Brass 2 Way Single Pole Secret Key Switch NAB12KY,00000003051523,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB12KY,1,10,10.91,TRUE,,,,,ba7b3b13-c627-4c27-82b2-29c7a39c2359,,,B0FHJFZ3RD,,,,,,,false,,,,,,,,,,false,BG-NAB12KY,,23.99,,21.99,,,,false
BG Electrical nab21b 1 Gang Metal Antique Brass Plug Socket Single Switch,0000000000782,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-nab21b_1,1,0,4.61,TRUE,,,,140,e3e6b0ea-7be6-4cab-b789-d30162735e70,,,B06WP4Y2JR,,,,,,,false,,,,,,,,http://sd-filestor-1.s3-eu-west-1.amazonaws.com/images/uk/B06WP4Y2JR.jpg,,false,BG-nab21b_1,,13.24,,9.85,,,,
BG Electrical nab22b Metal Antique Brass Double Plug Socket Switch -  Antique Brass Black,0000000000764,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-nab22b-5,1,31,25.50,TRUE,,,,1075,2d6d70f4-eb32-48d8-af53-4840b6c6ca56,,,B09B6G3DYY,,,,,,,false,,,,,,,,http://sd-filestor-1.s3-eu-west-1.amazonaws.com/images/uk/B06VV7J7S4.jpg,,false,BG-nab22b-5,,43,,36.35,,,,
BG Nexus Antique Brass 2 Gang 20 Amp Key Switch with 20 Amp Double Pole Switch,00000003051637,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB2G1KS1DP,1,10,14.87,TRUE,,,,,97fd510b-e5b4-4aa3-80cb-011f2d15d580,,,B0FHKQRCKL,,,,,,,false,,,,,,,,,,false,BG-NAB2G1KS1DP,,27.99,,25.99,,,,false
BG Nexus Antique Brass 1 Gang 20 Amp Double Pole Secret Key Grid Switch,00000003051628,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB30KY,1,10,10.40,TRUE,,,,,b3ebbbfb-60e7-47d3-96d7-e1e8e6457411,,,B0FHJG4F2R,,,,,,,false,,,,,,,,,,false,BG-NAB30KY,,23.99,,21.99,,,,false
BG Nexus Metal Decorative Light Switches & Sockets Inserts Range,5050765044394,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB42_2,1,39,4.24,TRUE,,,,127,31d2293f-01de-4495-83b0-17df57dd9033,,,B097K3VTQS,,,,,,,false,,,,,,,,,,false,BG-NAB42_2,,15.46,,12.78,,,,false
BG Nexus Antique Brass 4 Gang 13A Unswitched Socket - NAB4GUSSB,00000003051735,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB4GUSSB,1,18,7.78,TRUE,,,,,7fa775ff-39a2-4442-a349-ae15650206cf,,,B0FJS8FMDR,,,,,,,false,,,,,,,,,,false,BG-NAB4GUSSB,,19.54,,17.54,,,,false
BG Nexus Antique Brass 4 Gang 13A Unswitched Socket - NAB4GUSSG,00000003051747,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB4GUSSG,1,12,7.94,TRUE,,,,,9bffb7cc-0afa-41ed-a7bd-db8b4351fb25,,,B0FJSYHYTP,,,,,,,false,,,,,,,,,,false,BG-NAB4GUSSG,,19.76,,17.76,,,,false
BG Nexus Antique Brass 4 Gang 13A Unswitched Socket - NAB4GUSSW,00000003051741,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB4GUSSW,1,3,7.94,TRUE,,,,,d56f1946-e243-4b81-a537-ff564ba218b2,,,B0FJS9QW94,,,,,,,false,,,,,,,,,,false,BG-NAB4GUSSW,,19.76,,17.76,,,,false
BG NAB52 Nexus Metal | Antique Brass | 13A | Neon Switched Fused Spur Unit,5050765248020,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB52,1,6,5.64,FALSE,,,,,ee5f9f5b-71b4-452a-b38e-a306e356f47e,,,B0F1F235JF,,,,,,,false,,,,,,,,,,false,BG-NAB52,,13.09,,11.09,,,,false
BG NAB54 Nexus Metal | Antique Brass | 13A | Unswitched Fused Spur Unit,5050765248051,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB54,1,8,5.27,FALSE,,,,,ccdc3aa0-86a9-4a1b-9f74-9db556709073,,,B0F1F2DNL7,,,,,,,false,,,,,,,,,,false,BG-NAB54,,13.09,,11.09,,,,false
BG NAB69 Nexus Metal Antique Brass Quadplex 2x Satellite BT and Co-Axial Socket,5050765249188,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB69,1,5,17.61,FALSE,,,,,e78cf988-b020-41ef-a038-6aee1449505b,,,B0F1F6RN7R,,,,,,,false,,,,,,,,,,false,BG-NAB69,,25.42,,23.42,,,,false
BG NAB72 Nexus Metal 45A DP Double Plate + Neon Cooker Switch - Antique Brass,5050765248082,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB72,1,17,10.07,FALSE,,,,,ac4650ec-6d3d-4b34-a7cc-3a36c57b52a4,,,B0F1F3NKD9,,,,,,,false,,,,,,,,,,false,BG-NAB72,,19.99,,17.99,,,,false
BG NAB81 Antique Brass Trailing Edge Single Dimmer Switch 1 Gang 2 Way LED,5050765044424,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB81-SA_1,1,11,7.74,TRUE,,,,,85d68c15-1c5b-4b33-8c52-de0bef91f530,,,B076CJL21W,,,,,,,false,,,,,,,,,,false,BG-NAB81-SA_1,,24.9,,22.85,,,,false
BG Nexus Metal Decorative Light Switches & Sockets Inserts Range,0000000302012,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NAB82,1,6,19.12,FALSE,,,,,dc14bd36-8024-44dd-8d97-2f7156afbbb0,,,B07KGHK87K,,,,,,,false,,,,,,,,,,false,BG-NAB82_1,,31.45,,28.61,,,,
BG Nexus Metal Antique Brass Switches & Sockets Black Inserts Full Range,5050765176286,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMR4,1,25,4.96,FALSE,,,,,53daf0d3-3895-44d9-8ae2-c00b6b00b765,,,B0DTGFZRTD,,,,,,,false,,,,,,,,,,false,BG-NABEMR4,,9.35,,7.35,,,,false
BG Antique Brass Double 4 Gang Brush Cable Entry Wall Plate Black,00000003051944,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMR4+EMFO-1,1,25,8.90,TRUE,,,,,f0c93505-aa84-4600-a5e8-b39431f7ee68,,,B0DRHDVKKW,,,,,,,false,,,,,,,,,,false,BG-NABEMR4+EMFO-1,,19.99,,17.99,,,,false
BG Nexus Antique Brass 4G Euro Plate with 2X USB-A Dual Chargers � Black Insert,00000003051646,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMR4+EMUSB3B,1,5,17.64,TRUE,,,,,22b00098-051f-4ff4-b9d8-136b4e546484,,,B0FHWV86KB,,,,,,,false,,,,,,,,,,false,BG-NABEMR4+EMUSB3B,,33.99,,31.99,,,,false
BG Antique Brass 4G Faceplate with 45W USB A+C Charger Modules � Black Insert,00000003051666,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMR4+EMUSBAC45B,1,9,56.18,TRUE,,,,,38e825d7-2204-42b0-bf46-b27c51f1468d,,,B0FJ31H3BR,,,,,,,false,,,,,,,,,,false,BG-NABEMR4+EMUSBAC45B,,86.99,,84.99,,,,false
BG Antique Brass 4G Faceplate with 45W USB A+C Charger Modules - Grey Insert,00000003051684,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMR4+EMUSBAC45G,1,3,56.18,TRUE,,,,,3461017d-04f4-4e7e-9933-3705dc21234b,,,B0FJ5P3B8N,,,,,,,false,,,,,,,,,,false,BG-NABEMR4+EMUSBAC45G,,86.99,,84.99,,,,false
BG Antique Brass 4G Euro Plate with 45W USB A+C Charger Modules - White Insert,00000003051694,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMR4+EMUSBAC45W,1,4,56.18,TRUE,,,,,65838a7f-0e76-4a13-856a-8611158ed571,,,B0FJ5PJTPW,,,,,,,false,,,,,,,,,,false,BG-NABEMR4+EMUSBAC45W,,86.99,,84.99,,,,false
BG Nexus Metal Antique Brass Switches & Sockets Black Inserts Full Range,5050765176255,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS1,1,20,3.50,FALSE,,,,,62d1539f-fee0-4820-9f6f-6953ed2c67eb,,,B0DTGGVXQ7,,,,,,,false,,,,,,,,,,false,BG-NABEMS1,,7.99,,5.85,,,,false
BG Antique Brass Single 1 Gang Brush Cable Entry Wall Plate Black,00000003051942,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS1+EMFO-1,1,20,5.47,TRUE,,,,,19b07809-556a-4723-b7a7-90ae0f7b1d86,,,B0DRHBWBC5,,,,,,,false,,,,,,,,,,false,BG-NABEMS1+EMFO-1,,14.99,,12.99,0,,,false
BG Nexus Metal Antique Brass Switches & Sockets Black Inserts Full Range,5050765177894,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2,1,37,3.99,FALSE,,,,,db8b8d79-7cb7-4c8e-8077-83f6b390aa2d,,,B0DTGFZNJS,,,,,,,false,,,,,,,,,,false,BG-NABEMS2,,7.99,,5.85,,,,false
BG Nexus Antique Brass 45A Flex Outlet Euro Module | Black Insert,00000003051610,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EM45AFO,1,10,7.99,TRUE,,,,,6e8d1b06-67ce-42aa-a4a1-8cf89652a7fb,,,B0FHJ7HD86,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EM45AFO,,19.99,,17.99,,,,false
BG Antique Brass Single 2 Gang Brush Cable Entry Wall Plate Black,00000003051943,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMFO-1,1,37,5.96,TRUE,,,,,1f51baa7-d6d0-4e5c-9f13-6ec53e928745,,,B0DRHBV3JX,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMFO-1,,14.99,,12.99,,,,false
BG Antique Brass 2 Gang Custom Intermediate Light Switch,00000001051101,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMSW13B,1,5,7.11,TRUE,,,,,5a4e65d7-1eb3-4b51-a342-d8dbd4a96a09,,,B0DZF29P4P,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMSW13B,,16.83,,14.83,,,,false
BG Nexus Metal Antique Brass Dual USB Charger 3.1A Output Socket - Black Insert,00000003051529,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMUSB3B,1,11,10.33,TRUE,,,,,383d63f2-2f66-43e3-b327-07e04e13556e,,,B0FH392JWT,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMUSB3B,,23.99,,21.99,,,,false
BG Nexus Antique Brass Dual USB Charger 3.1A Output Socket - Grey Insert,00000003051557,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMUSB3G,1,0,10.33,TRUE,,,,,e259118f-3a4a-4008-903e-be022b2f8294,,,B0FH52Z97M,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMUSB3G,,23.99,,21.99,,,,false
BG Nexus Metal Antique Brass Dual USB Charger 3.1A Output Socket - White Insert,00000003051545,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMUSB3W,1,0,10.33,TRUE,,,,,5bf7c9bc-6162-4847-a1d8-27363675d306,,,B0FH4RQR4X,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMUSB3W,,23.99,,21.99,,,,false
BG Nexus Antique Brass 45W USB Wall Socket Euro Module USB-A & C - Black Insert, 00000003051567,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMUSBAC45B,1,18,29.60,TRUE,,,,,c7571a35-bdaa-45d7-9287-1abd9e9f31c7,,,B0FH7PCQKG,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMUSBAC45B,,49.99,,47.99,,,,false
BG Nexus Antique Brass 45W USB Wall Socket Euro Module USB-A & C - Grey Insert,00000003051585,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMUSBAC45G,1,7,29.60,TRUE,,,,,f74be99b-fb9c-44c4-b17c-18869232cbbc,,,B0FH8NDK48,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMUSBAC45G,,49.99,,47.99,,,,false
BG Nexus Antique Brass 45W USB Wall Socket Euro Module USB-A & C - White Insert,00000003051597,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABEMS2+EMUSBAC45W,1,9,29.60,TRUE,,,,,01da1f5d-281c-4882-a197-323377ccbe53,,,B0FH8K538J,,,,,,,false,,,,,,,,,,false,BG-NABEMS2+EMUSBAC45W,,49.99,,47.99,,,,false
BG Nexus Metal Antique Brass Key Card Switch NABKYCSB,00000003051784,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABKYCSB,1,20,14.47,TRUE,,,,,c30a25a6-0a2e-4649-ba7a-e25b788ce75e,,,B0FK5Z8SVN,,,,,,,false,,,,,,,,,,false,BG-NABKYCSB,,28.99,,26.99,,,,false
BG Nexus Metal Antique Brass Key Card Switch NABKYCSW,00000003051790,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABKYCSW,1,20,14.47,TRUE,,,,,8cff9050-79f0-4d7e-8de7-05a60f0ac9ad,,,B0FK6GLPYX,,,,,,,false,,,,,,,,,,false,BG-NABKYCSW,,28.99,,26.99,,,,false
BG Nexus Antique Brass Quad Master Touch Dimmer Switch - Black Insert,00000003051251,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABTDM4B,1,9,41.32,TRUE,,,,,cf006277-c2e5-4fdb-bec6-1c0c6228c8dd,,,B0F8QV524X,,,,,,,false,,,,,,,,,,false,BG-NABTDM4B,,63.99,,61.99,,,,false
BG Nexus Antique Brass Quad Master Touch Dimmer Switch - Grey Insert,00000003051252,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABTDM4G,1,5,44.44,TRUE,,,,,6437f7f0-cf55-4312-b5e0-49b796068fbe,,,B0F8QZ6F65,,,,,,,false,,,,,,,,,,false,BG-NABTDM4G,,63.99,,61.99,,,,false
BG Nexus Antique Brass Quad Master Touch Dimmer Switch - White Insert,00000003051253,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABTDM4W,1,5,41.32,TRUE,,,,,40c83488-8031-4cd2-bec8-66ca53ad82c3,,,B0F8QWJHSZ,,,,,,,false,,,,,,,,,,false,BG-NABTDM4W,,64.99,,62.99,,,,false
BG Nexus Antique Brass Quad Secondary Touch Dimmer Switch - Black Insert,00000003051254,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABTDS4B,1,2,14.84,TRUE,,,,,32a843e0-188b-422f-8f15-3bc13bf2abee,,,B0F8QXDLXG,,,,,,,false,,,,,,,,,,false,BG-NABTDS4B,,27.99,,25.99,,,,false
BG Nexus Antique Brass Quad Secondary Touch Dimmer Switch - Grey Insert,00000003051255,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABTDS4G,1,6,14.84,TRUE,,,,,63b503f8-15ad-4361-8a3f-f5e9ff53f79c,,,B0F8R43D4C,,,,,,,false,,,,,,,,,,false,BG-NABTDS4G,,27.99,,25.99,,,,false
BG Nexus Antique Brass Quad Secondary Touch Dimmer Switch - White Insert,00000003051256,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABTDS4W,1,9,14.84,TRUE,,,,,361dbe40-64a7-457e-8a41-8c4375e2e5fa,,,B0F8QXB77M,,,,,,,false,,,,,,,,,,false,BG-NABTDS4W,,27.99,,25.99,,,,false
BG Nexus Antique Brass 13A Unswitched Socket NABUSSB,00000003051706,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABUSSB,1,36,5.40,TRUE,,,,,9be1f251-0f33-4a0d-9567-e9db0dac5063,,,B0FJDPZDCV,,,,,,,false,,,,,,,,,,false,BG-NABUSSB,,16.99,,14.99,,,,false
BG Nexus Antique Brass 13A Unswitched Socket NABUSSG,00000003051712,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABUSSG,1,25,5.48,TRUE,,,,,e8722db3-11bd-4310-87a5-7a2d879760de,,,B0FJBNZXYQ,,,,,,,false,,,,,,,,,,false,BG-NABUSSG,,16.99,,14.99,,,,false
BG Nexus Antique Brass 13A Unswitched Socket NABUSSW,00000003051718,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NABUSSW,1,7,5.48,TRUE,,,,,04a2c878-e1b6-4771-aeaf-6646171dc397,,,B0FJBR9RK9,,,,,,,false,,,,,,,,,,false,BG-NABUSSW,,16.99,,14.99,,,,false
BG Nexus Metal Black Nickel Switches and Sockets Full Range Free P&P,0000000301403,,1,,FALSE,,United Kingdom,,TRUE,Amazon Refresh,VAT,,,,,BG-NBN12_1,1,62,3.10,TRUE,,,,,74a8059a-a5ad-45cd-ad07-e86d1062f9f1,,,B01MQYBSQ7,,,,,,,false,,,,,,,,,,false,BG-NBN12_1,,8.78,,5.24,,,,
BG Wiring Devices - Decorative & Moulded Light Switches & Sockets Full Range ,0000000000329,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NBN12_2,1,62,3.10,TRUE,,,,113,7e7a5280-08eb-4ac6-a933-8a78f392e334,,,B09NQDV332,,,,,,,false,,,,,,,,,,false,BG-NBN12_2,,9.56,,6.99,,,,
BG NBN12 Nexus Metal Black Nickel 1 Gang 10A 10AX 2 Way Plate Switch,5050765023139,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NBN12_3,1,62,3.10,TRUE,,,,113,05886559-7598-4c87-8553-76a8c871712a,,,B01N2W80W3,,,,,,,false,,,,,,,,,,false,BG-NBN12_3,,8.67,,5.24,,,,
BG Nexus Metal Black Nickel Switches and Sockets Full Range Free P&P,0000000301397,,1,,FALSE,,United Kingdom,,TRUE,Amazon Refresh,VAT,,,,,BG-NBN15,1,10,7.37,FALSE,,,,,5add575d-430b-4aa7-9abe-3e14a5ecbcc5,,,B01C4T4ODI,,,,,,,false,,,,,,,,,,false,BG-NBN15_1,,18.76,,11.39,,,,
BG Wiring Devices - Decorative & Moulded Light Switches & Sockets Full Range ,0000000301208,,1,,FALSE,,,,TRUE,Amazon Refresh,VAT,,,,,BG-NBN20B,1,93,16.89,FALSE,,,,,417c6b43-fff8-45ab-8758-a38d98e97e35,,,B00DM5E0Y2,,,,,,,false,,,,,,,,https://images-na.ssl-images-amazon.com/images/I/71Y3tY-jdML._AC_SL1500_.jpg,,false,BG-NBN20B,,30.85,,26.95,,,,false
